Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
USA,2019,Parkinson's Disease,Cardiovascular,10.36,5.64,1.54,36-60,Other,520943,89.88,3.76,5.64,Vaccination,5810,Yes,58.77,1499,9.1,37981,0.89,20.46
UK,2018,Polio,Infectious,1.95,3.78,2.81,0-18,Male,827125,81.86,1.68,9.66,Therapy,28784,No,96.96,2509,4.03,35630,0.71,26.36
China,2005,Polio,Cardiovascular,14.82,6.72,4.64,0-18,Other,57799,52.96,4.37,1.9,Therapy,40429,No,60.29,1227,9.71,53091,0.88,40.62
Brazil,2013,Influenza,Infectious,7.13,13.81,7.19,0-18,Other,493680,61.0,3.39,5.28,Medication,46186,Yes,66.91,1640,9.03,6335,0.48,24.36
Brazil,2022,Cancer,Bacterial,8.95,4.13,0.24,19-35,Male,303517,59.23,4.75,3.23,Medication,18869,Yes,78.06,1286,7.52,24972,0.82,58.71
Russia,2002,Hepatitis,Bacterial,14.31,6.86,9.71,0-18,Male,874491,59.76,1.79,3.49,Vaccination,47260,Yes,87.04,154,4.96,65783,0.69,67.11
Canada,2011,Ebola,Metabolic,1.18,13.12,1.65,19-35,Male,556700,74.68,2.23,2.75,Medication,29154,Yes,79.12,502,6.49,93201,0.75,53.05
Turkey,2013,Cholera,Metabolic,14.94,7.76,4.11,36-60,Other,597321,75.54,0.64,2.61,Therapy,12347,Yes,78.42,3900,1.96,83096,0.73,48.96
Saudi Arabia,2006,Cholera,Bacterial,9.99,12.81,8.48,0-18,Other,862608,56.29,3.53,8.1,Medication,43227,Yes,96.76,2573,2.1,37124,0.44,52.17
Russia,2002,COVID-19,Respiratory,13.02,14.89,3.98,36-60,Male,482042,77.59,0.6,2.75,Surgery,29381,Yes,97.08,3993,2.84,65486,0.56,52.69
UK,2007,Dengue,Bacterial,17.73,2.49,8.39,0-18,Male,195702,58.78,4.11,1.68,Vaccination,30445,No,93.03,4554,3.5,88416,0.54,27.53
Mexico,2004,Tuberculosis,Viral,6.13,4.66,6.1,36-60,Female,80676,60.89,4.97,3.1,Medication,11898,Yes,63.14,617,6.91,42961,0.61,64.17
Canada,2023,Asthma,Cardiovascular,16.73,8.97,7.67,0-18,Female,718094,87.45,2.12,5.36,Medication,29829,Yes,64.75,4568,9.96,72405,0.66,84.13
Japan,2011,Hepatitis,Genetic,3.75,4.12,0.5,0-18,Male,505235,75.07,2.86,7.6,Surgery,36055,Yes,52.87,534,9.6,4233,0.57,35.49
Argentina,2001,Ebola,Neurological,10.65,11.0,2.62,61+,Male,408148,58.68,2.38,1.71,Vaccination,6387,Yes,68.18,855,8.47,74843,0.55,84.59
UK,2022,Parkinson's Disease,Autoimmune,19.91,8.03,9.6,36-60,Male,784892,72.46,2.74,2.43,Vaccination,40429,Yes,94.85,4928,9.3,9830,0.45,50.6
China,2013,Parkinson's Disease,Bacterial,17.23,7.14,8.85,36-60,Male,968496,60.0,4.88,7.4,Medication,41737,Yes,77.99,3365,2.44,14301,0.88,39.78
Nigeria,2001,Measles,Respiratory,2.65,1.96,4.88,61+,Male,595413,69.65,3.18,7.92,Vaccination,5223,No,98.82,2733,4.4,9155,0.46,40.03
Germany,2003,Measles,Autoimmune,16.59,4.79,2.61,61+,Female,117862,99.91,4.74,3.66,Therapy,8156,Yes,93.93,4502,7.34,48162,0.84,37.59
Japan,2011,Polio,Metabolic,6.31,8.75,6.67,0-18,Male,333244,68.92,2.35,1.42,Therapy,13098,No,67.48,3772,7.92,87077,0.47,77.46
Saudi Arabia,2023,Malaria,Parasitic,5.75,14.27,5.05,0-18,Male,805599,51.51,0.97,5.73,Therapy,36521,No,71.75,3098,9.22,58692,0.4,37.24
UK,2020,Rabies,Chronic,7.01,11.18,4.61,36-60,Other,116279,74.66,1.93,9.82,Surgery,7881,No,54.38,1906,9.04,72334,0.45,64.75
UK,2019,Ebola,Cardiovascular,2.87,6.11,6.61,36-60,Female,79601,60.79,1.22,7.93,Medication,34861,Yes,75.14,1720,8.53,17568,0.73,63.29
France,2015,Zika,Cardiovascular,12.55,7.66,3.68,19-35,Female,408058,62.95,2.64,8.86,Therapy,25437,No,53.4,3748,4.04,53720,0.48,41.48
China,2016,Dengue,Parasitic,7.37,12.28,1.75,36-60,Male,368664,52.17,3.94,3.81,Therapy,27591,No,84.44,3898,7.34,88045,0.74,39.83
Indonesia,2011,Diabetes,Viral,14.12,0.6,0.35,36-60,Female,197846,52.7,4.12,9.26,Therapy,31075,No,92.35,4582,6.09,98089,0.8,34.19
Australia,2018,Dengue,Autoimmune,10.82,4.64,6.29,0-18,Other,462151,80.56,1.48,4.83,Vaccination,40220,No,68.71,803,9.91,4420,0.51,49.36
Turkey,2009,Ebola,Autoimmune,8.94,12.24,8.43,61+,Female,244014,55.26,2.93,1.07,Vaccination,13217,No,77.27,1665,6.36,19217,0.47,23.33
Argentina,2017,Hypertension,Cardiovascular,9.76,2.98,7.9,0-18,Female,102201,71.89,4.23,1.91,Surgery,27376,Yes,74.35,3843,9.56,97615,0.42,86.84
Argentina,2008,Tuberculosis,Respiratory,8.23,9.33,3.52,19-35,Male,998313,62.42,3.98,4.54,Therapy,3561,Yes,63.94,4827,1.56,56434,0.54,40.92
Australia,2012,Ebola,Neurological,6.11,13.52,4.83,0-18,Other,674468,53.0,1.01,9.01,Surgery,21210,No,53.68,2859,4.2,81925,0.4,23.0
Argentina,2018,Asthma,Genetic,1.74,4.3,3.9,0-18,Male,875980,93.82,3.22,5.3,Surgery,5236,Yes,55.27,1235,5.03,5316,0.55,55.75
Saudi Arabia,2014,Rabies,Neurological,7.06,1.04,3.75,61+,Male,509395,55.37,0.61,2.9,Therapy,39000,Yes,54.54,2745,7.75,31080,0.57,85.99
China,2019,Asthma,Metabolic,6.19,10.04,1.24,19-35,Female,693766,82.03,3.98,9.98,Vaccination,23722,No,51.51,4979,6.38,84260,0.8,46.05
Indonesia,2013,Rabies,Infectious,8.71,11.15,6.82,0-18,Female,653700,67.61,1.36,8.91,Medication,35326,No,80.73,1829,7.6,80760,0.55,41.92
Nigeria,2024,Diabetes,Bacterial,16.13,12.82,5.0,61+,Male,842486,51.52,1.65,4.99,Medication,12674,No,59.1,4610,1.7,37570,0.48,61.67
Germany,2020,HIV/AIDS,Autoimmune,2.01,12.76,3.68,36-60,Female,414682,77.51,3.04,3.48,Therapy,39102,Yes,59.44,1926,4.12,61683,0.83,62.36
Germany,2013,Alzheimer's Disease,Bacterial,11.84,10.35,0.3,36-60,Female,538243,87.69,3.45,0.82,Vaccination,39923,No,62.68,3639,1.55,79667,0.54,67.38
UK,2020,HIV/AIDS,Parasitic,19.73,5.72,1.48,61+,Female,680979,60.34,2.56,4.25,Vaccination,18992,Yes,65.49,2693,5.94,92200,0.87,86.44
Russia,2008,Diabetes,Respiratory,3.63,10.1,1.94,0-18,Male,333792,80.07,3.93,4.17,Medication,10305,No,59.27,1510,6.31,47842,0.52,43.76
Saudi Arabia,2005,Tuberculosis,Autoimmune,5.74,3.29,0.46,61+,Other,635283,93.73,1.01,3.34,Vaccination,43112,Yes,94.64,3322,9.55,76878,0.54,44.38
India,2018,Alzheimer's Disease,Chronic,16.78,3.29,4.01,19-35,Other,628400,69.27,2.78,3.77,Medication,11430,No,96.15,3386,7.55,62078,0.56,24.71
Brazil,2022,HIV/AIDS,Viral,6.26,0.31,5.66,36-60,Male,505634,64.86,4.85,1.4,Therapy,49555,Yes,93.78,2439,2.82,62342,0.41,58.05
Turkey,2008,Alzheimer's Disease,Bacterial,3.99,2.79,0.55,19-35,Male,399339,81.58,3.4,4.45,Medication,34345,Yes,96.24,133,8.47,76521,0.72,45.01
UK,2024,HIV/AIDS,Cardiovascular,14.96,4.76,2.49,19-35,Male,517524,93.99,1.7,4.58,Medication,15082,Yes,61.76,1938,0.59,31025,0.89,70.56
Italy,2008,Leprosy,Neurological,18.23,11.27,2.98,19-35,Female,446302,92.41,1.98,2.0,Vaccination,36869,Yes,93.63,2648,6.61,56432,0.85,71.8
South Africa,2020,Parkinson's Disease,Metabolic,10.25,13.73,1.29,0-18,Other,93749,61.03,4.29,2.69,Therapy,44091,No,79.14,60,5.93,97861,0.66,52.2
Japan,2012,Measles,Metabolic,7.59,7.26,1.46,61+,Male,328970,52.37,3.61,2.59,Vaccination,32447,Yes,64.1,3384,5.91,99095,0.46,42.03
Saudi Arabia,2000,Cholera,Autoimmune,1.6,5.25,4.0,0-18,Other,902073,64.69,0.78,2.61,Surgery,6268,No,71.9,3272,2.29,73902,0.84,86.47
Argentina,2022,Zika,Bacterial,4.74,11.58,0.22,36-60,Female,607792,74.47,4.62,9.22,Surgery,32844,Yes,53.74,2133,3.26,5913,0.76,80.1
Russia,2013,Tuberculosis,Cardiovascular,18.17,12.9,5.84,19-35,Female,506444,98.12,3.81,9.87,Medication,43654,No,58.99,4554,5.06,6992,0.49,47.66
South Korea,2000,Ebola,Parasitic,5.06,14.59,4.82,19-35,Female,274585,57.31,0.91,7.22,Surgery,39900,Yes,62.83,4938,7.27,33803,0.75,60.48
India,2015,Zika,Bacterial,18.4,14.82,8.09,36-60,Male,421037,59.38,3.32,6.59,Therapy,14455,Yes,80.39,3347,2.39,1226,0.68,59.98
Nigeria,2022,Polio,Infectious,18.29,7.22,3.45,0-18,Male,933548,78.68,3.6,2.04,Surgery,36229,No,76.05,1315,4.53,30095,0.5,58.37
Saudi Arabia,2007,Cancer,Autoimmune,2.88,11.6,7.64,61+,Female,642241,53.58,2.88,9.16,Surgery,37392,Yes,96.99,280,6.45,50706,0.42,63.81
South Korea,2023,COVID-19,Bacterial,19.55,3.32,9.63,61+,Female,156444,77.02,4.05,7.13,Therapy,45023,No,94.37,2474,9.35,75214,0.54,28.37
Germany,2001,Zika,Viral,6.29,0.66,8.19,61+,Female,531007,57.31,2.66,1.88,Vaccination,34739,No,52.65,4978,2.29,1111,0.66,80.55
Argentina,2011,Ebola,Bacterial,19.42,1.28,4.63,61+,Other,812951,77.91,4.26,0.52,Surgery,24514,No,97.27,3257,8.45,98681,0.44,79.1
South Africa,2011,Measles,Neurological,19.41,13.13,2.53,0-18,Other,286167,69.14,2.93,8.58,Surgery,13061,No,60.44,4420,4.6,84911,0.52,56.95
India,2001,Cancer,Genetic,7.66,7.85,5.11,19-35,Male,907430,55.19,3.5,8.6,Medication,2977,No,77.53,3002,9.15,69278,0.61,63.33
Japan,2010,Rabies,Bacterial,18.83,1.83,1.89,0-18,Male,41909,80.05,4.17,3.56,Vaccination,29602,Yes,61.69,733,5.74,9059,0.41,74.2
Turkey,2005,Hepatitis,Viral,10.31,6.85,4.97,19-35,Female,785885,71.89,4.46,7.78,Surgery,8126,No,51.35,3297,9.28,13373,0.58,69.91
Russia,2014,COVID-19,Infectious,11.11,6.5,4.72,61+,Male,143452,54.16,4.95,2.96,Vaccination,35363,No,77.16,703,5.51,35473,0.74,88.41
Turkey,2000,Hypertension,Infectious,11.11,11.28,3.93,0-18,Other,562280,56.39,4.96,4.61,Vaccination,43899,Yes,56.27,980,7.02,18703,0.85,26.87
Australia,2009,Leprosy,Chronic,17.2,9.33,0.93,19-35,Male,382033,71.15,3.89,4.66,Therapy,7408,No,71.96,3840,8.03,42779,0.65,59.7
UK,2010,Alzheimer's Disease,Viral,8.25,12.58,3.71,19-35,Other,675496,74.48,1.56,3.02,Vaccination,22844,No,57.49,4385,2.23,95199,0.75,83.45
South Korea,2022,Diabetes,Autoimmune,11.55,9.25,4.31,0-18,Male,407221,97.45,3.35,5.15,Surgery,12089,No,88.54,354,3.56,28911,0.85,65.59
India,2017,Asthma,Viral,13.88,6.23,5.16,36-60,Other,265312,99.68,3.2,8.71,Medication,30939,Yes,54.42,4388,8.49,28892,0.59,60.53
Turkey,2023,Parkinson's Disease,Infectious,0.55,5.18,7.77,0-18,Female,235388,82.45,2.27,0.74,Therapy,13160,No,98.94,1745,7.32,29618,0.56,49.8
Russia,2019,Zika,Bacterial,1.03,8.26,6.17,61+,Other,793789,85.27,1.13,4.92,Medication,8906,Yes,66.71,4984,4.9,94811,0.66,52.55
UK,2000,Cancer,Infectious,15.69,14.45,4.75,61+,Female,906787,58.65,2.31,3.22,Medication,20051,Yes,84.61,3602,1.34,57313,0.64,78.48
USA,2019,Ebola,Respiratory,7.27,7.11,9.48,0-18,Other,696180,87.68,2.42,4.02,Therapy,28926,No,89.78,3683,5.87,40663,0.74,43.51
Italy,2019,Dengue,Cardiovascular,5.97,4.65,5.35,0-18,Male,101330,90.12,0.74,1.81,Therapy,34838,No,70.68,467,2.35,69819,0.88,57.41
Mexico,2008,Measles,Viral,14.43,14.96,6.21,61+,Male,355421,62.45,3.02,8.87,Vaccination,46377,No,83.16,503,7.64,63064,0.56,27.72
Canada,2014,Influenza,Autoimmune,8.22,12.23,9.53,0-18,Female,423690,80.91,1.15,5.19,Therapy,44102,Yes,86.99,1016,5.16,7273,0.56,84.29
South Africa,2016,Hypertension,Cardiovascular,11.52,2.94,6.18,19-35,Male,266560,59.58,3.51,6.6,Therapy,16039,Yes,74.9,4431,3.89,2619,0.88,29.51
Indonesia,2013,Cholera,Neurological,8.56,8.17,4.0,61+,Female,718269,80.55,4.49,6.59,Medication,19963,No,94.26,543,1.92,95041,0.86,80.8
USA,2016,Hepatitis,Neurological,14.8,14.03,7.85,0-18,Female,157140,76.7,4.81,8.98,Surgery,22683,No,72.08,4072,3.32,81434,0.7,79.71
France,2023,Cholera,Cardiovascular,7.06,5.36,0.85,61+,Male,373931,60.81,2.11,1.83,Surgery,7928,No,66.94,3443,7.92,68110,0.67,26.63
Russia,2013,HIV/AIDS,Autoimmune,4.33,7.71,7.05,61+,Other,311127,96.16,1.58,9.7,Medication,9837,Yes,69.41,4144,3.07,48487,0.72,73.17
UK,2013,Diabetes,Respiratory,19.69,5.1,3.18,61+,Other,256650,60.23,1.28,6.4,Therapy,45491,Yes,70.02,4475,3.32,68721,0.62,41.16
South Korea,2012,Rabies,Bacterial,12.7,13.73,9.57,36-60,Other,334517,61.35,4.8,3.07,Surgery,16126,Yes,56.76,2234,2.02,7505,0.55,59.21
Indonesia,2017,Cancer,Chronic,4.31,1.93,1.47,36-60,Male,556746,78.95,2.93,6.58,Surgery,20591,Yes,61.49,1234,7.57,42413,0.59,31.63
Japan,2024,Polio,Infectious,14.77,14.43,1.35,0-18,Male,667317,67.93,4.29,9.34,Therapy,31432,Yes,94.11,4339,5.55,49003,0.81,28.98
Japan,2000,Zika,Bacterial,11.53,11.47,7.69,0-18,Other,290756,91.98,3.44,5.03,Vaccination,40724,Yes,95.75,164,4.92,21179,0.59,85.16
UK,2009,Zika,Cardiovascular,15.45,7.26,1.41,36-60,Male,854602,89.66,4.78,6.94,Therapy,37653,Yes,64.21,2312,9.73,47283,0.84,39.32
Nigeria,2018,Cancer,Metabolic,11.44,0.81,5.38,36-60,Other,643643,63.21,4.69,5.52,Medication,344,Yes,69.6,1938,7.06,44710,0.64,74.24
South Korea,2013,Rabies,Genetic,19.06,2.51,2.43,61+,Male,58475,67.98,1.98,2.87,Therapy,40700,No,69.17,1730,2.15,20170,0.43,36.84
Turkey,2002,Zika,Chronic,3.32,14.79,2.91,36-60,Other,564523,61.28,0.51,7.01,Therapy,39307,No,61.33,1351,6.07,26313,0.58,45.06
Russia,2022,Parkinson's Disease,Cardiovascular,16.73,4.66,6.08,19-35,Other,156478,68.75,4.16,1.87,Therapy,27767,No,59.14,290,3.48,2843,0.57,76.3
Germany,2018,Hypertension,Autoimmune,9.07,6.52,8.42,0-18,Other,121250,74.93,4.32,1.96,Medication,31664,Yes,97.19,2865,4.44,61070,0.54,49.86
Australia,2005,Hepatitis,Chronic,19.98,9.56,2.22,36-60,Male,53022,52.1,0.83,2.6,Medication,3935,No,97.96,3024,8.72,58715,0.66,83.66
India,2005,Cancer,Infectious,18.86,2.25,4.38,36-60,Female,823359,58.02,3.18,5.53,Surgery,15174,No,59.73,4503,0.78,36443,0.49,29.2
South Africa,2003,COVID-19,Neurological,16.01,4.38,2.86,61+,Other,35305,71.48,3.88,5.96,Vaccination,23426,Yes,62.2,65,2.83,44887,0.6,48.27
India,2020,Parkinson's Disease,Infectious,2.86,4.53,4.42,36-60,Other,357831,96.55,4.9,2.22,Therapy,41500,Yes,71.21,1536,3.21,86245,0.62,27.65
Argentina,2007,Hypertension,Metabolic,8.73,0.64,5.62,36-60,Male,108458,78.73,4.34,9.02,Therapy,12545,Yes,73.98,3511,1.25,30850,0.56,85.38
Canada,2010,Polio,Neurological,2.27,2.67,0.75,61+,Other,876688,81.61,3.5,9.39,Surgery,34589,No,59.12,1058,5.66,43052,0.83,40.88
Italy,2011,Alzheimer's Disease,Neurological,14.07,10.43,4.45,36-60,Male,980736,90.03,1.45,9.67,Medication,23566,Yes,90.08,820,6.09,31909,0.73,30.04
France,2022,HIV/AIDS,Neurological,19.04,12.41,1.38,19-35,Male,74729,75.66,4.99,8.6,Vaccination,16887,No,60.5,3376,8.24,6042,0.62,59.84
China,2019,Diabetes,Viral,14.36,1.76,3.81,36-60,Other,19598,75.71,1.33,2.98,Surgery,15956,Yes,58.24,2751,1.77,1872,0.57,64.71
India,2011,Asthma,Respiratory,10.99,10.6,6.78,19-35,Female,48182,72.84,3.92,8.43,Surgery,30635,Yes,53.72,3568,7.51,58653,0.67,42.11
Canada,2010,Influenza,Viral,14.37,6.51,5.18,0-18,Male,526371,65.06,4.21,1.25,Medication,49870,Yes,96.6,2311,2.53,60321,0.68,58.67
Australia,2012,Hepatitis,Neurological,14.65,5.93,5.18,61+,Other,827146,66.51,0.89,6.17,Vaccination,16122,Yes,97.76,900,2.84,44788,0.66,53.93
South Korea,2020,Dengue,Metabolic,15.58,5.79,9.78,0-18,Other,950060,66.37,1.71,8.31,Vaccination,21040,No,51.81,546,0.25,20689,0.44,20.89
Nigeria,2015,Rabies,Metabolic,8.56,14.86,2.84,61+,Female,876200,84.62,3.81,3.13,Therapy,32221,Yes,80.27,808,0.39,1622,0.67,32.17
South Korea,2017,Asthma,Parasitic,5.92,8.0,2.12,0-18,Male,158376,91.93,4.17,4.79,Surgery,7272,Yes,97.14,3714,7.14,19983,0.87,35.08
Brazil,2015,Alzheimer's Disease,Metabolic,5.27,5.56,8.19,36-60,Male,492249,88.97,0.97,7.18,Therapy,7665,Yes,70.78,865,8.12,79355,0.62,46.18
Brazil,2022,Asthma,Genetic,17.84,4.88,7.57,0-18,Male,256524,55.41,2.39,5.44,Therapy,21065,Yes,60.58,4767,5.97,38393,0.59,20.95
Germany,2019,Malaria,Cardiovascular,19.35,12.71,7.71,61+,Other,815795,93.86,2.18,4.15,Therapy,34887,Yes,56.22,4389,1.03,69665,0.52,40.33
India,2010,Hepatitis,Parasitic,1.83,4.04,3.52,0-18,Male,652936,69.86,1.64,2.03,Surgery,34514,No,93.6,1235,9.56,18693,0.9,28.17
Brazil,2005,Ebola,Cardiovascular,8.23,13.13,3.98,36-60,Female,48822,52.93,4.86,6.92,Therapy,43700,Yes,94.45,648,5.0,46122,0.43,40.94
Indonesia,2020,Measles,Neurological,14.62,10.04,0.63,36-60,Male,974554,80.28,1.99,4.78,Surgery,17661,No,64.09,1463,4.99,52061,0.77,70.91
France,2007,Alzheimer's Disease,Metabolic,9.94,13.22,0.68,61+,Female,224970,96.15,1.4,5.24,Therapy,48343,No,98.29,3030,5.52,26007,0.85,47.23
Indonesia,2008,Polio,Cardiovascular,0.79,0.42,2.47,19-35,Other,268030,74.55,4.55,6.27,Therapy,4422,Yes,80.07,2407,8.05,38491,0.43,77.9
UK,2016,Polio,Viral,0.69,2.74,6.19,0-18,Male,836072,57.61,4.99,7.99,Therapy,2167,Yes,57.51,3044,3.87,17827,0.83,75.95
India,2013,COVID-19,Chronic,17.97,4.55,8.41,0-18,Male,309708,89.58,4.38,6.86,Therapy,49931,No,77.69,4765,7.73,51416,0.53,74.13
Indonesia,2006,Hepatitis,Metabolic,6.2,2.4,6.86,19-35,Female,668292,54.44,3.53,4.79,Vaccination,43496,Yes,93.83,1564,6.67,59928,0.49,62.02
UK,2005,Hepatitis,Chronic,2.04,8.94,8.62,36-60,Male,367230,84.95,3.06,7.52,Vaccination,49231,No,54.2,4505,6.81,55969,0.42,88.15
South Africa,2015,Parkinson's Disease,Chronic,7.55,13.75,0.54,0-18,Female,331895,65.74,0.73,3.1,Therapy,38554,No,91.37,79,3.87,18025,0.87,40.48
China,2002,Measles,Metabolic,6.8,10.97,3.38,36-60,Female,371387,76.49,3.86,9.37,Surgery,12069,Yes,88.4,749,6.37,95005,0.52,67.5
Australia,2018,Polio,Parasitic,6.12,11.3,7.3,36-60,Female,210995,69.41,1.63,7.78,Vaccination,18416,No,84.49,4222,7.85,84688,0.44,55.67
Germany,2024,Hepatitis,Chronic,2.6,5.05,1.12,61+,Male,535278,71.02,4.28,2.56,Surgery,41309,Yes,95.65,4320,0.51,23311,0.58,67.6
Nigeria,2001,Hypertension,Infectious,19.45,5.5,1.59,36-60,Male,161287,89.39,4.57,5.46,Therapy,2749,No,80.56,1628,9.63,75193,0.53,61.83
Australia,2002,Hepatitis,Metabolic,19.83,1.59,8.99,0-18,Other,395699,92.12,1.76,0.82,Surgery,15329,Yes,73.87,4104,2.64,7986,0.58,29.31
India,2016,Hypertension,Genetic,10.18,8.98,0.96,61+,Male,930354,90.86,0.8,5.38,Medication,35529,Yes,74.47,1939,8.2,67593,0.81,20.36
China,2004,Measles,Viral,15.05,3.06,8.39,0-18,Male,109498,56.77,2.77,1.03,Therapy,5047,Yes,98.01,4928,9.86,3486,0.71,89.48
South Africa,2003,Influenza,Viral,11.67,1.25,8.99,19-35,Male,15723,95.01,0.68,3.69,Medication,41617,No,60.0,4032,9.97,32909,0.76,58.38
India,2011,Zika,Infectious,15.02,11.55,8.12,19-35,Other,373550,76.46,4.93,7.27,Therapy,39593,Yes,52.92,557,0.82,19740,0.54,58.1
Indonesia,2012,COVID-19,Neurological,12.01,10.21,9.43,0-18,Other,834248,96.83,2.27,3.5,Therapy,34289,No,72.95,2210,8.96,926,0.75,67.75
Saudi Arabia,2000,Hypertension,Cardiovascular,13.03,12.39,5.14,0-18,Female,944524,90.25,2.44,1.86,Therapy,28838,No,92.39,1146,1.91,31815,0.42,44.14
Japan,2019,Zika,Chronic,13.41,13.2,9.71,61+,Male,475185,55.4,0.51,4.59,Vaccination,21931,No,68.94,3532,9.65,59867,0.75,68.72
Russia,2015,Alzheimer's Disease,Bacterial,12.0,6.28,1.32,61+,Other,654696,67.43,1.04,1.08,Medication,22260,No,67.06,757,7.15,89107,0.82,88.62
Australia,2019,Influenza,Bacterial,8.82,8.25,8.69,0-18,Other,286029,76.3,4.89,7.46,Therapy,25445,Yes,59.92,1143,7.75,2535,0.46,32.96
Australia,2010,Ebola,Metabolic,5.46,11.88,7.87,0-18,Other,17321,73.36,2.57,5.16,Therapy,38067,No,60.58,1748,7.65,84508,0.62,20.83
Saudi Arabia,2010,Diabetes,Genetic,19.47,14.21,5.53,36-60,Male,901255,70.93,4.8,8.91,Therapy,38904,No,82.36,3554,9.26,82821,0.7,65.47
Argentina,2007,Malaria,Bacterial,3.73,2.05,5.29,0-18,Male,256725,57.01,3.37,5.78,Medication,47887,No,60.05,3513,6.51,19235,0.71,46.23
Brazil,2002,Rabies,Neurological,19.75,10.87,4.9,19-35,Female,824432,84.07,3.6,7.22,Vaccination,6190,No,69.14,3711,3.31,13062,0.83,77.16
South Korea,2015,Dengue,Viral,10.13,14.24,7.27,61+,Female,370763,81.74,0.68,9.95,Surgery,524,Yes,69.89,4245,4.58,7901,0.73,41.19
Nigeria,2015,Asthma,Cardiovascular,12.5,11.41,6.24,0-18,Female,368445,55.93,2.23,7.74,Medication,322,Yes,82.69,3759,1.1,65653,0.88,30.34
UK,2012,Hepatitis,Bacterial,6.3,12.23,8.42,19-35,Female,733285,81.65,4.49,3.79,Surgery,1029,No,77.71,753,6.87,96115,0.72,78.05
Indonesia,2018,COVID-19,Viral,16.11,7.71,4.1,36-60,Other,719785,69.51,3.0,4.81,Therapy,4151,No,75.47,2388,7.7,85041,0.89,56.58
Nigeria,2023,Parkinson's Disease,Metabolic,1.95,9.93,1.62,19-35,Male,833203,74.99,3.25,9.31,Therapy,29876,No,61.77,3191,0.01,7414,0.9,64.01
UK,2021,Rabies,Infectious,12.08,10.09,1.14,19-35,Female,884234,94.15,0.95,5.0,Surgery,13217,No,80.27,35,5.78,16905,0.82,77.07
Brazil,2013,Tuberculosis,Cardiovascular,4.64,13.08,0.72,19-35,Female,152422,56.02,3.21,9.27,Surgery,23903,No,51.11,3433,4.69,83568,0.59,85.01
Saudi Arabia,2015,Asthma,Cardiovascular,1.42,6.82,9.23,61+,Female,150471,68.67,4.32,1.21,Therapy,7726,Yes,94.91,814,8.1,77816,0.46,57.07
China,2002,Malaria,Metabolic,16.56,12.14,5.25,61+,Female,883797,99.49,4.17,8.42,Therapy,18533,No,58.0,4788,6.86,90892,0.62,66.74
Indonesia,2005,Zika,Neurological,4.31,11.47,2.45,0-18,Female,124615,54.63,0.9,4.35,Therapy,14553,No,59.93,850,9.31,21119,0.46,25.47
India,2013,COVID-19,Autoimmune,16.6,11.5,4.44,36-60,Other,498954,69.93,2.79,4.89,Vaccination,21654,Yes,89.74,3242,6.61,50363,0.68,76.19
Germany,2019,COVID-19,Chronic,4.17,5.31,6.46,36-60,Other,855790,88.37,2.33,9.24,Therapy,24630,No,80.8,713,6.72,16047,0.5,39.95
Saudi Arabia,2005,Ebola,Metabolic,14.5,0.95,6.76,19-35,Female,151217,84.11,2.84,2.13,Surgery,21771,No,64.12,1188,4.96,44203,0.42,75.21
Indonesia,2001,HIV/AIDS,Viral,4.29,4.38,1.11,19-35,Female,204117,93.35,2.61,4.59,Vaccination,25175,Yes,97.29,3342,0.89,66182,0.53,74.95
Indonesia,2010,Alzheimer's Disease,Neurological,17.15,0.74,5.43,0-18,Male,688053,85.51,2.62,5.94,Therapy,30525,No,81.61,2874,4.16,25218,0.84,74.83
South Africa,2002,Diabetes,Infectious,6.07,3.29,8.67,0-18,Female,436000,77.85,2.84,9.18,Surgery,17520,Yes,52.62,4077,3.76,84806,0.55,80.13
Brazil,2001,Cholera,Metabolic,3.52,13.88,1.8,61+,Other,546170,57.17,3.08,9.7,Therapy,1792,Yes,78.22,1615,5.23,95190,0.81,65.42
Argentina,2019,Tuberculosis,Viral,2.01,4.54,6.0,19-35,Other,943263,95.97,2.61,9.12,Therapy,38328,No,80.35,2196,3.41,59135,0.57,56.85
South Africa,2003,HIV/AIDS,Infectious,16.2,9.21,7.98,0-18,Other,993467,68.11,4.83,4.43,Therapy,37478,Yes,97.33,852,9.14,5178,0.69,43.45
Indonesia,2016,Parkinson's Disease,Neurological,14.69,13.84,5.87,36-60,Female,29276,59.36,1.89,3.07,Vaccination,1774,Yes,87.9,3530,8.26,52312,0.89,51.0
Nigeria,2015,COVID-19,Parasitic,10.5,2.13,4.33,61+,Male,789758,85.24,3.02,4.22,Therapy,9271,Yes,54.51,4656,6.99,16414,0.56,40.41
UK,2024,COVID-19,Respiratory,15.79,5.3,2.95,19-35,Male,734582,77.02,4.95,0.69,Surgery,35605,No,67.23,3498,4.17,1071,0.44,76.52
South Africa,2010,HIV/AIDS,Bacterial,15.42,8.5,7.53,19-35,Other,756717,70.88,0.71,4.47,Surgery,39752,No,86.29,4778,8.91,57412,0.45,83.64
